"id_commande","date","client_id","produit","categorie","quantite","prix_unitaire","remise","ville","mode_paiement"
"CMD0160",2024-06-11,"C092","Corde à sauter","Sport",2,9.9,0.15,"Paris","Paypal"
"CMD0161",2024-06-13,"C044","Set de casseroles","Maison",3,79,0,"Paris","Virement"
"CMD0162",2024-06-13,"C066","Savon naturel","Beauté",2,6.5,0.1,"Paris","Paypal"
"CMD0164",2024-06-16,"C073","Gourde isotherme","Sport",3,17.5,0,"Lille","Carte"
"CMD0165",2024-06-16,"C030","Gourde isotherme","Sport",1,17.5,0.2,"Lyon","Paypal"
"CMD0166",2024-06-16,"C050","Coussin décoratif","Maison",1,19.9,0,"Marseille","Carte"
"CMD0167",2024-06-17,"C079","Plaid en laine","Maison",2,45.5,0,"Lille","Paypal"
"CMD0168",2024-06-17,"C023","Set de casseroles","Maison",2,79,0.1,"Nantes","Carte"
"CMD0169",2024-06-17,"C007","Plaid en laine","Maison",1,45.5,0,"Lyon","Carte"
"CMD0170",2024-06-18,"C033","Huile d'argan","Beauté",1,15.9,0,"Lille","Carte"
"CMD0171",2024-06-20,"C093","Gourde isotherme","Sport",1,17.5,0.1,"Paris","Carte"
"CMD0172",2024-06-20,"C053","Set de casseroles","Maison",1,79,0.15,"Paris","Carte"
"CMD0173",2024-06-21,"C015","Set de casseroles","Maison",2,79,0.2,"Nantes","Inconnu"
"CMD0174",2024-06-22,"C032","Crème hydratante","Beauté",2,22,0.1,"Marseille","Carte"
"CMD0175",2024-06-28,"C102","Haltères 5 kg","Sport",2,29.9,0,"Lille","Virement"
"CMD0176",2024-06-29,"C079","Plaid en laine","Maison",1,45.5,0,"Paris","Paypal"
"CMD0177",2024-07-03,"C080","Gourde isotherme","Sport",2,17.5,0,"Paris","Virement"
"CMD0178",2024-07-04,"C052","Gourde isotherme","Sport",1,17.5,0,"Paris","Carte"
"CMD0179",2024-07-06,"C115","Parfum d'ambiance","Beauté",4,27,0,"Paris","Virement"
"CMD0180",2024-07-07,"C019","Corde à sauter","Sport",2,9.9,0.05,"Paris","Carte"
"CMD0181",2024-07-08,"C068","Crème hydratante","Beauté",1,22,0.1,"Marseille","Carte"
"CMD0182",2024-07-09,"C093","Haltères 5 kg","Sport",4,29.9,0,"Marseille","Paypal"
"CMD0183",2024-07-10,"C083","Parfum d'ambiance","Beauté",2,27,0.15,"Marseille","Carte"
"CMD0184",2024-07-10,"C021","Set de casseroles","Maison",4,79,0,"Bordeaux","Carte"
"CMD0185",2024-07-11,"C052","Crème hydratante","Beauté",1,22,0,"Marseille","Virement"
"CMD0186",2024-07-11,"C056","Haltères 5 kg","Sport",4,29.9,0,"Paris","Carte"
"CMD0187",2024-07-12,"C072","Haltères 5 kg","Sport",2,29.9,0.05,"Lille","Carte"
"CMD0188",2024-07-12,"C069","Corde à sauter","Sport",1,9.9,0.1,"Paris","Virement"
"CMD0189",2024-07-15,"C014","Haltères 5 kg","Sport",4,29.9,0.1,"Lyon","Inconnu"
"CMD0190",2024-07-17,"C109","Corde à sauter","Sport",1,9.9,0.1,"Paris","Carte"
"CMD0191",2024-07-18,"C080","Set de casseroles","Maison",2,79,0.15,"Paris","Paypal"
"CMD0192",2024-07-18,"C028","Tapis de yoga","Sport",2,24.9,0.15,"Lyon","Inconnu"
"CMD0193",2024-07-19,"C052","Coussin décoratif","Maison",2,19.9,0,"Lyon","Paypal"
"CMD0194",2024-07-19,"C097","Lampe de bureau","Maison",1,34.9,0.05,"Lille","Carte"
"CMD0195",2024-07-21,"C069","Corde à sauter","Sport",1,9.9,0,"Paris","Paypal"
"CMD0196",2024-07-23,"C012","Huile d'argan","Beauté",2,15.9,0.1,"Lille","Paypal"
"CMD0197",2024-07-23,"C105","Huile d'argan","Beauté",1,15.9,0,"Lyon","Carte"
"CMD0198",2024-07-26,"C081","Coussin décoratif","Maison",4,19.9,0,"Lyon","Carte"
"CMD0199",2024-07-27,"C005","Tapis de yoga","Sport",1,24.9,0,"Lille","Carte"
"CMD0200",2024-07-27,"C041","Crème hydratante","Beauté",2,22,0,"Paris","Carte"
"CMD0201",2024-07-29,"C014","Savon naturel","Beauté",1,6.5,0.1,"Paris","Virement"
"CMD0202",2024-07-29,"C111","Huile d'argan","Beauté",1,15.9,0,"Paris","Paypal"
"CMD0203",2024-07-30,"C010","Savon naturel","Beauté",1,6.5,0.15,"Paris","Carte"
"CMD0204",2024-07-30,"C038","Coussin décoratif","Maison",3,19.9,0.15,"Lille","Carte"
"CMD0205",2024-08-07,"C084","Coussin décoratif","Maison",2,19.9,0.2,"Paris","Carte"
"CMD0206",2024-08-08,"C006","Haltères 5 kg","Sport",5,29.9,0.05,"Bordeaux","Paypal"
"CMD0207",2024-08-08,"C003","Huile d'argan","Beauté",4,15.9,0,"Lille","Paypal"
"CMD0208",2024-08-08,"C030","Coussin décoratif","Maison",2,19.9,0,"Paris","Carte"
"CMD0209",2024-08-08,"C060","Tapis de yoga","Sport",1,24.9,0.1,"Lille","Carte"
"CMD0210",2024-08-09,"C068","Savon naturel","Beauté",4,6.5,0,"Lyon","Carte"
"CMD0211",2024-08-13,"C066","Corde à sauter","Sport",1,9.9,0,"Nantes","Carte"
"CMD0212",2024-08-14,"C033","Coussin décoratif","Maison",1,19.9,0,"Lille","Paypal"
"CMD0213",2024-08-15,"C077","Coussin décoratif","Maison",1,19.9,0.1,"Paris","Paypal"
"CMD0214",2024-08-16,"C022","Plaid en laine","Maison",1,45.5,0,"Marseille","Paypal"
"CMD0215",2024-08-18,"C062","Coussin décoratif","Maison",3,19.9,0.2,"Lyon","Paypal"
"CMD0216",2024-08-18,"C019","Lampe de bureau","Maison",1,34.9,0.2,"Paris","Paypal"
"CMD0217",2024-08-19,"C040","Set de casseroles","Maison",2,79,0,"Lille","Carte"
"CMD0218",2024-08-19,"C098","Set de casseroles","Maison",3,79,0,"Lille","Carte"
"CMD0219",2024-08-21,"C089","Coussin décoratif","Maison",3,19.9,0,"Nantes","Carte"
"CMD0220",2024-08-21,"C002","Set de casseroles","Maison",3,79,0.1,"Lyon","Carte"
"CMD0221",2024-08-22,"C104","Corde à sauter","Sport",5,9.9,0,"Lyon","Carte"
"CMD0222",2024-08-22,"C011","Corde à sauter","Sport",1,9.9,0,"Lille","Carte"
"CMD0223",2024-08-23,"C073","Parfum d'ambiance","Beauté",3,27,0,"Lille","Paypal"
"CMD0224",2024-08-24,"C032","Parfum d'ambiance","Beauté",1,27,0.2,"Bordeaux","Paypal"
"CMD0225",2024-08-24,"C081","Crème hydratante","Beauté",2,22,0,"Marseille","Carte"
"CMD0226",2024-08-27,"C058","Haltères 5 kg","Sport",1,29.9,0.2,"Lille","Carte"
"CMD0227",2024-08-27,"C109","Haltères 5 kg","Sport",4,29.9,0.2,"Paris","Paypal"
"CMD0228",2024-08-28,"C090","Haltères 5 kg","Sport",2,29.9,0.2,"Paris","Carte"
"CMD0229",2024-08-29,"C029","Savon naturel","Beauté",1,6.5,0.05,"Paris","Virement"
"CMD0230",2024-08-30,"C093","Huile d'argan","Beauté",1,15.9,0.15,"Marseille","Virement"
"CMD0231",2024-09-01,"C095","Corde à sauter","Sport",2,9.9,0,"Nantes","Carte"
"CMD0232",2024-09-01,"C030","Haltères 5 kg","Sport",3,29.9,0.05,"Paris","Carte"
"CMD0233",2024-09-02,"C039","Corde à sauter","Sport",1,9.9,0,"Marseille","Carte"
"CMD0234",2024-09-02,"C053","Huile d'argan","Beauté",1,15.9,0.15,"Bordeaux","Virement"
"CMD0235",2024-09-03,"C060","Savon naturel","Beauté",1,6.5,0.05,"Paris","Carte"
"CMD0236",2024-09-03,"C036","Coussin décoratif","Maison",1,19.9,0.1,"Marseille","Carte"
"CMD0237",2024-09-03,"C075","Tapis de yoga","Sport",1,24.9,0,"Lyon","Paypal"
"CMD0238",2024-09-04,"C058","Tapis de yoga","Sport",4,24.9,0.1,"Bordeaux","Paypal"
"CMD0239",2024-09-04,"C066","Savon naturel","Beauté",1,6.5,0.15,"Paris","Paypal"
"CMD0240",2024-09-06,"C065","Parfum d'ambiance","Beauté",1,27,0,"Paris","Carte"
"CMD0241",2024-09-06,"C069","Set de casseroles","Maison",4,79,0.1,"Lille","Carte"
"CMD0242",2024-09-08,"C110","Set de casseroles","Maison",3,79,0,"Bordeaux","Carte"
"CMD0243",2024-09-09,"C098","Corde à sauter","Sport",1,9.9,0,"Nantes","Carte"
"CMD0244",2024-09-09,"C047","Set de casseroles","Maison",1,79,0.2,"Lille","Virement"
"CMD0245",2024-09-09,"C015","Set de casseroles","Maison",5,79,0,"Paris","Carte"
"CMD0246",2024-09-11,"C090","Corde à sauter","Sport",2,9.9,0,"Paris","Carte"
"CMD0247",2024-09-11,"C110","Coussin décoratif","Maison",4,19.9,0.05,"Marseille","Paypal"
"CMD0248",2024-09-11,"C075","Savon naturel","Beauté",2,6.5,0,"Nantes","Carte"
"CMD0250",2024-09-12,"C021","Set de casseroles","Maison",2,79,0,"Bordeaux","Carte"
"CMD0251",2024-09-12,"C076","Lampe de bureau","Maison",1,34.9,0,"Bordeaux","Carte"
"CMD0252",2024-09-14,"C042","Huile d'argan","Beauté",1,15.9,0,"Lille","Carte"
"CMD0253",2024-09-14,"C058","Corde à sauter","Sport",1,9.9,0,"Paris","Carte"
"CMD0254",2024-09-17,"C035","Savon naturel","Beauté",3,6.5,0,"Paris","Paypal"
"CMD0255",2024-09-19,"C048","Haltères 5 kg","Sport",3,29.9,0.2,"Lille","Carte"
"CMD0256",2024-09-20,"C007","Parfum d'ambiance","Beauté",1,27,0,"Marseille","Carte"
"CMD0257",2024-09-20,"C045","Gourde isotherme","Sport",2,17.5,0.05,"Lyon","Carte"
"CMD0258",2024-09-21,"C069","Haltères 5 kg","Sport",1,29.9,0.2,"Bordeaux","Carte"
"CMD0259",2024-09-22,"C072","Savon naturel","Beauté",1,6.5,0.15,"Paris","Carte"
"CMD0260",2024-09-23,"C103","Gourde isotherme","Sport",1,17.5,0,"Paris","Paypal"
"CMD0261",2024-09-23,"C101","Tapis de yoga","Sport",3,24.9,0.1,"Marseille","Paypal"
"CMD0262",2024-09-24,"C094","Plaid en laine","Maison",3,45.5,0,"Paris","Carte"
"CMD0263",2024-09-25,"C111","Haltères 5 kg","Sport",1,29.9,0,"Marseille","Carte"
"CMD0264",2024-09-25,"C091","Huile d'argan","Beauté",2,15.9,0,"Nantes","Paypal"
"CMD0265",2024-09-26,"C101","Huile d'argan","Beauté",2,15.9,0,"Lyon","Inconnu"
"CMD0266",2024-09-27,"C076","Tapis de yoga","Sport",2,24.9,0,"Lyon","Virement"
"CMD0267",2024-09-29,"C081","Huile d'argan","Beauté",5,15.9,0,"Lyon","Carte"
"CMD0268",2024-09-30,"C063","Gourde isotherme","Sport",2,17.5,0,"Paris","Paypal"
"CMD0269",2024-10-02,"C119","Huile d'argan","Beauté",3,15.9,0.1,"Paris","Carte"
"CMD0270",2024-10-02,"C009","Coussin décoratif","Maison",3,19.9,0,"Paris","Carte"
"CMD0271",2024-10-04,"C035","Lampe de bureau","Maison",1,34.9,0.1,"Paris","Inconnu"
"CMD0272",2024-10-05,"C077","Lampe de bureau","Maison",2,34.9,0,"Bordeaux","Virement"
"CMD0273",2024-10-06,"C083","Gourde isotherme","Sport",2,17.5,0.05,"Lyon","Paypal"
"CMD0274",2024-10-09,"C047","Tapis de yoga","Sport",1,24.9,0.05,"Lyon","Carte"
"CMD0275",2024-10-11,"C035","Savon naturel","Beauté",1,6.5,0,"Lille","Paypal"
"CMD0277",2024-10-12,"C070","Crème hydratante","Beauté",3,22,0.15,"Paris","Paypal"
"CMD0278",2024-10-14,"C015","Savon naturel","Beauté",2,6.5,0.2,"Lille","Carte"
"CMD0279",2024-10-19,"C066","Coussin décoratif","Maison",3,19.9,0,"Paris","Virement"
"CMD0280",2024-10-20,"C108","Coussin décoratif","Maison",2,19.9,0.1,"Lille","Carte"
"CMD0281",2024-10-20,"C030","Corde à sauter","Sport",1,9.9,0.05,"Paris","Carte"
"CMD0282",2024-10-20,"C118","Set de casseroles","Maison",1,79,0.15,"Paris","Paypal"
"CMD0283",2024-10-20,"C102","Coussin décoratif","Maison",5,19.9,0,"Lyon","Paypal"
"CMD0284",2024-10-21,"C003","Crème hydratante","Beauté",4,22,0.1,"Paris","Carte"
"CMD0285",2024-10-22,"C113","Coussin décoratif","Maison",2,19.9,0,"Marseille","Carte"
"CMD0286",2024-10-22,"C065","Gourde isotherme","Sport",1,17.5,0,"Lille","Paypal"
"CMD0287",2024-10-23,"C005","Plaid en laine","Maison",3,45.5,0.1,"Paris","Carte"
